"","Symbol","P_counts","P_study_names","AdjP_counts","AdjP_study_names","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","karlovich","P_value_study_count","AdjP_value_study_count"
"10988","PHYH",3,"obermoser1BaseVStenALL obermoser2BaselineVSzeroAll obermoser3BaselineVStenAll",0,"",0,0,0,3,0,0,0,0,1,0
"10989","GMPPB",10,"goschFifteenHrMain goschNineHrMain goschSixHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwentyFourAll",1,"obermoser1BaseVSsevenALL",0,0,3,7,0,0,0,0,2,1
"10990","DDX18",8,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll rusch karlovich_14d",3,"goschNineHrMain goschTwelveHrMain rusch",0,0,3,3,0,1,0,1,4,3
"10991","CEBPZ",7,"goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfortyEightAll rusch karlovich2",2,"goschTwelveHrMain karlovich2",0,0,1,4,0,1,0,1,4,2
"10992","CKAP5",3,"goschNineHrMain obermoser1BaseVSoneALL obermoser4BaselineVSthirtySixAll",1,"obermoser1BaseVSoneALL",0,0,1,2,0,0,0,0,2,1
"10993","PTGIR",4,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain",2,"goschNineHrMain goschTwelveHrMain",0,0,4,0,0,0,0,0,1,1
"10994","GNPDA1",6,"obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll",0,"",0,0,0,6,0,0,0,0,1,0
"10995","FOXJ3",8,"meaburn1 goschNineHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL rusch",0,"",0,1,1,5,0,1,0,0,4,0
"10996","FLYWCH2",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",2,"goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,0,1,1
"10997","DPAGT1",7,"goschNineHrMain obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll",0,"",0,0,1,6,0,0,0,0,2,0
"10998","PRPSAP2",3,"obermoser1BaseVSoneALL obermoser3BaselineVSsevenAll rusch",0,"",0,0,0,2,0,1,0,0,2,0
"10999","ITGB5",8,"meaburn1 meaburn2 goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll karlovich_28d",4,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,2,2,3,0,0,0,1,4,4
"11000","RPL30",9,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain obermoser1BaseVSsevenALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll karlovich_28d karlovich2",2,"goschNineHrMain karlovich2",0,0,4,3,0,0,0,2,3,2
"11001","ATXN7",8,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain rusch karlovich2",3,"goschNineHrMain goschTwelveHrMain rusch",0,1,5,0,0,1,0,1,4,3
"11002","DAD1",3,"obermoser3BaselineVSpoint5All obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll",0,"",0,0,0,3,0,0,0,0,1,0
"11003","ISOC1",4,"obermoser1BaseVSsevenALL obermoser4BaselineVSsixAll rusch karlovich_14d",1,"obermoser1BaseVSsevenALL",0,0,0,2,0,1,0,1,3,2
"11004","SLC37A3",15,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll rusch",6,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll",0,1,3,10,0,1,0,0,4,2
"11005","FYTTD1",7,"meaburn2 obermoser1BaseVSsevenALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll rusch karlovich2",0,"",0,1,0,4,0,1,0,1,4,1
"11006","GSK3A",8,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll",2,"goschNineHrMain goschTwelveHrMain",0,1,3,4,0,0,0,0,3,1
"11007","SERTAD3",12,"meaburn1 goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStwentyOneALL obermoser2BaselineVSzeroAll obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",3,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL",0,1,2,9,0,0,0,0,3,2
"11008","MARCH2",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"11009","RELA",4,"goschThreeHrMain obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSzeroAll",0,"",0,0,1,3,0,0,0,0,2,0
"11010","CCDC142",6,"meaburn1 goschNineHrMain obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSthreeAll karlovich2",2,"goschNineHrMain obermoser4BaselineVSfifteenAll",0,1,1,3,0,0,0,1,4,3
"11011","OPTN",15,"meaburn1 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVStwelveAll rusch",5,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,1,4,9,0,1,0,0,4,2
"11012","CDR2",7,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSone",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,2,0,0,0,0,2,1
"11013","PRKAB2",13,"meaburn1 meaburn2 obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",4,"meaburn2 obermoser4BaselineVSfortyEightAll obermoser4BaselineVStwelveAll rusch",0,2,0,10,0,1,0,0,3,3
"11014","ZSCAN16",8,"meaburn2 obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll rusch",1,"rusch",0,1,0,6,0,1,0,0,3,1
"11015","LINC01272",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"11016","SBNO2",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll",6,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVStwelveAll",0,0,4,9,0,0,0,0,2,2
"11017","TRAK2",17,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",6,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll",0,1,5,11,0,0,0,0,3,2
"11018","TESPA1",5,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,0,0,0,0,0,1,1
"11019","GDE1",8,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser4BaselineVSfifteenAll karlovich_14d",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,6,1,0,0,0,1,3,2
"11020","UBE3A",10,"meaburn2 goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVSthreeAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSsixAll rusch karlovich2",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL rusch",0,1,2,5,0,1,0,1,5,4
"11021","REXO4",6,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll",2,"goschNineHrMain goschTwelveHrMain",0,0,2,4,0,0,0,0,2,1
"11022","RAB11FIP4",5,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser4BaselineVSnineAll obermoser4BaselineVSone",3,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",0,0,2,3,0,0,0,0,2,2
"11023","MTMR2",6,"obermoser1BaseVStenALL obermoser3BaselineVStenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSone rusch karlovich2",1,"rusch",0,0,0,4,0,1,0,1,3,2
"11024","JAK3",6,"obermoser1BaseVSfourteenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll rusch",1,"rusch",0,0,0,5,0,1,0,0,2,1
"11025","MSL2",15,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSzeroALL obermoser3BaselineVSoneAll obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch karlovich_28d",3,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,0,5,8,0,1,0,1,4,3
"11026","DYRK4",6,"goschNineHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfortyEightAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVSzeroAll",2,"goschNineHrMain obermoser1BaseVSoneALL",0,0,1,5,0,0,0,0,2,2
"11027","PPIL4",3,"goschTwelveHrMain rusch karlovich2",2,"goschTwelveHrMain rusch",0,0,1,0,0,1,0,1,3,3
"11028","COMTD1",6,"obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch",3,"obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",0,0,0,5,0,1,0,0,2,1
"11029","ZC3HC1",9,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyOneALL obermoser1BaseVSzeroALL",2,"goschNineHrMain goschTwelveHrMain",0,0,3,6,0,0,0,0,2,1
"11030","ARID5A",9,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStwentyEightALL obermoser1BaseVSzeroALL obermoser3BaselineVSpoint5All obermoser3BaselineVSsevenAll",2,"goschNineHrMain goschSixHrMain",0,0,3,6,0,0,0,0,2,1
"11031","PDHX",5,"obermoser1BaseVSsevenALL obermoser4BaselineVSfifteenAll obermoser4BaselineVStwentyFourAll obermoser4BaselineVSzeroAll rusch",2,"obermoser4BaselineVSfifteenAll rusch",0,0,0,4,0,1,0,0,2,2
"11032","CD300C",0,"",0,"",0,0,0,0,0,0,0,0,0,0
"11033","DEDD2",8,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSthreeAll larocca karlovich2",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,5,1,0,0,1,1,4,2
"11034","SLC20A1",4,"goschSixHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll karlovich2",1,"goschSixHrMain",0,0,1,2,0,0,0,1,3,2
"11035","LPIN2",12,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSsevenAll obermoser4BaselineVSfortyEightAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVStwelveAll",0,0,4,8,0,0,0,0,2,2
"11036","GMEB2",6,"obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser3BaselineVSsevenAll",0,"",0,0,0,6,0,0,0,0,1,0
"11037","CPPED1",15,"meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",6,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",0,1,5,9,0,0,0,0,3,2
"11038","BCLAF1",12,"obermoser1BaseVSfourteenALL obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVSzeroALL obermoser3BaselineVSthreeAll obermoser3BaselineVSzeroAll obermoser4BaselineVSfortyEightAll rusch karlovich_14d",3,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL rusch",0,0,0,10,0,1,0,1,3,3
"11039","CMIP",12,"meaburn1 meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSpoint5All obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser4BaselineVStwelveAll rusch",5,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",0,2,5,4,0,1,0,0,4,2
"11040","PPP6C",3,"goschNineHrMain rusch karlovich2",1,"rusch",0,0,1,0,0,1,0,1,3,2
"11041","GPALPP1",8,"meaburn1 meaburn2 goschNineHrMain goschTwelveHrMain obermoser1BaseVStenALL dusek rusch karlovich2",2,"goschNineHrMain goschTwelveHrMain",0,2,2,1,1,1,0,1,6,2
"11042","BTBD7",11,"meaburn2 goschNineHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSone obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll rusch karlovich2",2,"obermoser4BaselineVStwelveAll rusch",0,1,1,7,0,1,0,1,5,3
"11043","CDK5RAP2",10,"obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser1BaseVSzeroALL obermoser3BaselineVSsevenAll obermoser3BaselineVSthreeAll obermoser4BaselineVSnineAll karlovich_14d karlovich_28d",0,"",0,0,0,8,0,0,0,2,2,1
"11044","GNGT2",7,"goschFifteenHrMain obermoser1BaseVSoneALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwentyFourAll",1,"goschFifteenHrMain",0,0,1,6,0,0,0,0,2,1
"11045","FBXW5",4,"goschNineHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser4BaselineVStwelveAll",0,"",0,0,1,3,0,0,0,0,2,0
"11046","SART3",7,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll rusch",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,0,3,3,0,1,0,0,3,1
"11047","AGA",1,"rusch",1,"rusch",0,0,0,0,0,1,0,0,1,1
"11048","TMCO1",2,"rusch karlovich2",1,"rusch",0,0,0,0,0,1,0,1,2,2
"11049","AMZ2P1",1,"meaburn1",0,"",0,1,0,0,0,0,0,0,1,0
"11050","RANBP6",10,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll rusch",5,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",0,1,5,3,0,1,0,0,4,3
"11051","ZNF395",8,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,3,0,0,0,0,2,1
"11052","FGFR1OP2",9,"meaburn1 meaburn2 goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain rusch karlovich2",6,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",0,2,5,0,0,1,0,1,4,4
"11053","BLOC1S2",14,"meaburn2 goschNineHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVSzeroALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVSzeroAll rusch karlovich2",4,"goschNineHrMain obermoser1BaseVSsevenALL obermoser4BaselineVStwelveAll karlovich2",0,1,1,10,0,1,0,1,5,3
"11054","EIF2AK2",11,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll",5,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwentyFourAll",0,0,4,7,0,0,0,0,2,2
"11055","CCND3",11,"meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",6,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",0,1,4,6,0,0,0,0,3,2
"11056","TMEM94",2,"obermoser1BaseVSfourteenALL obermoser1BaseVStwentyOneALL",0,"",0,0,0,2,0,0,0,0,1,0
"11057","HLA-B",6,"meaburn2 goschFifteenHrMain goschNineHrMain goschTwelveHrMain obermoser4BaselineVSsixAll karlovich2",3,"goschFifteenHrMain goschNineHrMain goschTwelveHrMain",0,1,3,1,0,0,0,1,4,2
"11058","ALDH5A1",14,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVStwentyEightALL obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll",5,"goschNineHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll",0,0,3,11,0,0,0,0,2,2
"11059","PRMT1",18,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain goschTwentyoneHrMain obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser1BaseVSzeroALL obermoser2BaselineVSsevenAll obermoser3BaselineVStenAll obermoser4BaselineVSnineAll obermoser4BaselineVSone obermoser4BaselineVSsixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll obermoser4BaselineVStwentyFourAll karlovich_14d",6,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",0,0,6,11,0,0,0,1,3,3
"11060","TSC22D3",17,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSpoint5All obermoser3BaselineVSsevenAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll rusch larocca",13,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser3BaselineVSpoint5All obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVStwelveAll rusch",0,0,5,10,0,1,1,0,4,3
"11061","UTP3",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",2,"goschNineHrMain goschTwelveHrMain",0,0,3,0,0,1,0,0,2,1
"11062","TOX",3,"obermoser1BaseVSoneALL obermoser1BaseVStenALL rusch",1,"obermoser1BaseVSoneALL",0,0,0,2,0,1,0,0,2,1
"11063","NUP153",10,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser3BaselineVSsevenAll obermoser3BaselineVStenAll obermoser3BaselineVStwentyEightAll obermoser3BaselineVSzeroAll rusch",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSsevenALL",0,0,3,6,0,1,0,0,3,2
"11064","ZNF573",4,"goschNineHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser4BaselineVSthreeAll",1,"obermoser1BaseVSsevenALL",0,0,1,3,0,0,0,0,2,1
"11065","SMARCC2",8,"meaburn1 obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser1BaseVSthreeALL obermoser4BaselineVSnineAll obermoser4BaselineVSone karlovich_14d karlovich2",1,"karlovich2",0,1,0,5,0,0,0,2,3,1
"11066","CD2AP",5,"meaburn2 obermoser1BaseVStwentyOneALL obermoser4BaselineVSfifteenAll rusch karlovich2",0,"",0,1,0,2,0,1,0,1,4,1
"11067","CBWD1",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",3,"goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,3,0,0,0,0,0,1,1
"11068","ORM1",4,"goschNineHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser3BaselineVStenAll",1,"goschNineHrMain",0,0,2,2,0,0,0,0,2,1
"11069","DUSP28",2,"meaburn1 obermoser1BaseVSsevenALL",1,"obermoser1BaseVSsevenALL",0,1,0,1,0,0,0,0,2,1
"11070","ARAP1",12,"goschEighteenHrMain goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser3BaselineVSpoint5All obermoser4BaselineVSnineAll obermoser4BaselineVSsixAll obermoser4BaselineVSthirtySixAll obermoser4BaselineVSthreeAll obermoser4BaselineVStwelveAll karlovich2",4,"goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain",0,0,5,6,0,0,0,1,3,2
"11071","CBFA2T3",5,"obermoser1BaseVStwentyOneALL obermoser3BaselineVSthreeAll obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVSthreeAll",0,"",0,0,0,5,0,0,0,0,1,0
"11072","GRINA",15,"meaburn1 meaburn2 goschFifteenHrMain goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser1BaseVSfourteenALL obermoser1BaseVSsevenALL obermoser1BaseVStenALL obermoser1BaseVSthreeALL obermoser1BaseVStwentyEightALL obermoser4BaselineVSfifteenAll obermoser4BaselineVSnineAll obermoser4BaselineVStwelveAll rusch",4,"goschNineHrMain goschSixHrMain goschTwelveHrMain obermoser4BaselineVSfifteenAll",0,2,4,8,0,1,0,0,4,2
"11073","CCDC112",12,"meaburn2 goschEighteenHrMain goschNineHrMain goschSixHrMain goschThreeHrMain goschTwelveHrMain obermoser1BaseVSoneALL obermoser1BaseVSsevenALL obermoser2BaselineVSsevenAll obermoser4BaselineVSfifteenAll rusch karlovich2",5,"meaburn2 goschNineHrMain goschSixHrMain goschTwelveHrMain rusch",0,1,5,4,0,1,0,1,5,4
