"","Symbol","Score","Filters","gomez","gosch","meaburn1","meaburn2","obermoser1","obermoser2","obermoser3","obermoser4","dusek","rusch","larocca","karlovich1","karlovich2","Studies"
"169","IL32",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","PKD1",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"171","MED24",2,"gosch.rs larocca.rs",0,1,0,0,0,0,0,0,0,0,1,0,0,2
"172","RHOBTB2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"173","HEATR5B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","SEC62",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","RPS20",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","CSDE1",3,"gomez.rs meaburn1.rs larocca.rs",1,0,1,0,0,0,0,0,0,0,1,0,0,3
"177","UBE3C",3,"gomez.rs gosch.rs karlovich2.rs",1,1,0,0,0,0,0,0,0,0,0,0,1,3
"178","REV3L",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"179","TENM1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","MASP2",2,"karlovich1.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,1,1,1
"181","FAM76A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182","TRAF3IP3",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"183","POMT2",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"184","VTA1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","BAZ1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","RANBP9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187","ETV7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","SPRTN",2,"gosch.rs obermoser2.rs",0,1,0,0,0,1,0,0,0,0,0,0,0,2
"189","METTL13",2,"meaburn1.rs obermoser4.rs",0,0,1,0,0,0,0,1,0,0,0,0,0,2
"190","DYRK4",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"191","ZNF207",4,"gomez.rs gosch.rs obermoser4.rs larocca.rs",1,1,0,0,0,0,0,1,0,0,1,0,0,4
"192","UQCRC1",2,"gomez.rs obermoser4.rs",1,0,0,0,0,0,0,1,0,0,0,0,0,2
"193","STARD3NL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","CD9",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"195","NCAPD2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","IFFO1",2,"gosch.rs meaburn1.rs",0,1,1,0,0,0,0,0,0,0,0,0,0,2
"197","GIPR",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"198","PHF7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","NISCH",3,"meaburn1.rs rusch.rs larocca.rs",0,0,1,0,0,0,0,0,0,1,1,0,0,3
"200","STAB1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"201","FUZ",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"202","IDS",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"203","ZNF200",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","CD4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","LRRC23",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"206","BTK",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"207","HFE",5,"meaburn1.rs meaburn2.rs dusek.rs karlovich1.rs karlovich2.rs",0,0,1,1,0,0,0,0,1,0,0,1,1,3
"208","SCMH1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","FYN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","HIVEP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","TCEB3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"212","LYPLA2",7,"gomez.rs gosch.rs meaburn1.rs meaburn2.rs obermoser4.rs rusch.rs karlovich1.rs",1,1,1,1,0,0,0,1,0,1,0,1,0,6
"213","CLCN6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214","MRC2",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"215","TSPAN9",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"216","BTBD7",2,"gomez.rs rusch.rs",1,0,0,0,0,0,0,0,0,1,0,0,0,2
"217","APBA3",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"218","MKS1",3,"meaburn2.rs karlovich1.rs karlovich2.rs",0,0,0,1,0,0,0,0,0,0,0,1,1,2
"219","ABHD5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","AKAP8L",5,"gosch.rs meaburn1.rs meaburn2.rs dusek.rs karlovich2.rs",0,1,1,1,0,0,0,0,1,0,0,0,1,4
"221","MBTD1",2,"gomez.rs gosch.rs",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"222","UTP18",2,"gomez.rs gosch.rs",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"223","RNF216",6,"gomez.rs meaburn2.rs dusek.rs rusch.rs larocca.rs karlovich2.rs",1,0,0,1,0,0,0,0,1,1,1,0,1,6
"224","TTC19",2,"gomez.rs larocca.rs",1,0,0,0,0,0,0,0,0,0,1,0,0,2
"225","PTBP1",3,"obermoser2.rs rusch.rs larocca.rs",0,0,0,0,0,1,0,0,0,1,1,0,0,3
"226","LARS2",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"227","PIK3C2A",2,"gomez.rs rusch.rs",1,0,0,0,0,0,0,0,0,1,0,0,0,2
"228","PLAUR",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229","WIZ",6,"meaburn1.rs meaburn2.rs dusek.rs rusch.rs larocca.rs karlovich1.rs",0,0,1,1,0,0,0,0,1,1,1,1,0,5
"230","RABGAP1",3,"gomez.rs gosch.rs rusch.rs",1,1,0,0,0,0,0,0,0,1,0,0,0,3
"231","QPCTL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","PPP5C",2,"dusek.rs karlovich1.rs",0,0,0,0,0,0,0,0,1,0,0,1,0,2
"233","CEP68",2,"rusch.rs karlovich1.rs",0,0,0,0,0,0,0,0,0,1,0,1,0,2
"234","MAP4K3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","ZBTB32",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236","TYROBP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","TMEM159",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","BRCA1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"239","ERCC1",3,"gomez.rs meaburn2.rs rusch.rs",1,0,0,1,0,0,0,0,0,1,0,0,0,3
"240","CD22",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","MBTPS2",2,"meaburn1.rs dusek.rs",0,0,1,0,0,0,0,0,1,0,0,0,0,2
"242","PRICKLE3",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"243","LTF",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","EXTL3",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"245","ELOVL5",2,"rusch.rs karlovich1.rs",0,0,0,0,0,0,0,0,0,1,0,1,0,2
"246","ALOX5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247","CALCOCO1",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"248","UBR7",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"249","MAP4K5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","EHD3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","PSMC4",2,"gosch.rs meaburn1.rs",0,1,1,0,0,0,0,0,0,0,0,0,0,2
"252","MAN2B2",3,"gosch.rs meaburn1.rs larocca.rs",0,1,1,0,0,0,0,0,0,0,1,0,0,3
"253","SLC25A39",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","MVP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255","NUB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","PGM3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","RWDD2A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","CLK1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","POLR3B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260","ANGEL1",2,"dusek.rs rusch.rs",0,0,0,0,0,0,0,0,1,1,0,0,0,2
"261","RNF14",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","DNASE1L1",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"263","DDX11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","HEBP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265","CD6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","TACC3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","UFL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"268","POLA2",4,"meaburn1.rs rusch.rs larocca.rs karlovich2.rs",0,0,1,0,0,0,0,0,0,1,1,0,1,4
"269","ZC3H3",3,"meaburn2.rs obermoser4.rs karlovich1.rs",0,0,0,1,0,0,0,1,0,0,0,1,0,3
"270","CAPN1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"271","ACPP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","MDH1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"273","SLC30A9",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"274","MTMR11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","COX15",3,"gomez.rs gosch.rs larocca.rs",1,1,0,0,0,0,0,0,0,0,1,0,0,3
"276","CCDC88C",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"277","YAF2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","ZMYND11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"279","WAS",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"280","BID",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","MATR3",1,"karlovich1.rs",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"282","XYLT2",3,"gosch.rs obermoser4.rs rusch.rs",0,1,0,0,0,0,0,1,0,1,0,0,0,3
"283","NUDCD3",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"284","GLT8D1",2,"gomez.rs larocca.rs",1,0,0,0,0,0,0,0,0,0,1,0,0,2
"285","ATP2C1",3,"gosch.rs obermoser2.rs dusek.rs",0,1,0,0,0,1,0,0,1,0,0,0,0,3
"286","SLC38A5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"287","RALBP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","RUFY3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","SLC11A1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","AGPS",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"291","CXorf56",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"292","TTC27",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"293","ZNF582",4,"meaburn1.rs dusek.rs rusch.rs karlovich1.rs",0,0,1,0,0,0,0,0,1,1,0,1,0,4
"294","VSIG2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"295","MARCO",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","PRDM11",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","CD74",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"298","HGF",3,"meaburn1.rs meaburn2.rs karlovich1.rs",0,0,1,1,0,0,0,0,0,0,0,1,0,2
"299","ZRANB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","NCDN",6,"gosch.rs meaburn1.rs meaburn2.rs rusch.rs larocca.rs karlovich1.rs",0,1,1,1,0,0,0,0,0,1,1,1,0,5
"301","ZFP64",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","MNAT1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"303","SAMD4A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","RUNX3",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"305","MRE11A",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"306","PLEKHB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","SERPINB1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","SPAST",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","OSBPL5",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","AQR",3,"gomez.rs obermoser1.rs obermoser4.rs",1,0,0,0,1,0,0,1,0,0,0,0,0,2
"311","FHL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","RTFDC1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"313","NLRP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","SLC45A4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","RNF10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","ZNF839",3,"gosch.rs meaburn1.rs larocca.rs",0,1,1,0,0,0,0,0,0,0,1,0,0,3
"317","ZDHHC6",2,"obermoser4.rs larocca.rs",0,0,0,0,0,0,0,1,0,0,1,0,0,2
"318","GRAMD1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","RNH1",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"320","NDUFS1",2,"gomez.rs karlovich1.rs",1,0,0,0,0,0,0,0,0,0,0,1,0,2
"321","RB1CC1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"322","ERP44",5,"meaburn2.rs obermoser2.rs dusek.rs larocca.rs karlovich1.rs",0,0,0,1,0,1,0,0,1,0,1,1,0,5
"323","ALAS1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","BIRC3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","AKAP11",1,"obermoser2.rs",0,0,0,0,0,1,0,0,0,0,0,0,0,1
"326","GLRX2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","SNAPC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","DERA",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"329","STRAP",2,"meaburn1.rs larocca.rs",0,0,1,0,0,0,0,0,0,0,1,0,0,2
"330","ABCC2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","DEF6",2,"gosch.rs meaburn2.rs",0,1,0,1,0,0,0,0,0,0,0,0,0,2
"332","PLEKHO1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","GCLM",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","UBR2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","CCDC28A",2,"gomez.rs meaburn1.rs",1,0,1,0,0,0,0,0,0,0,0,0,0,2
"336","RRAGD",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"337","HSF2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"338","PHF20",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"339","NR1H3",2,"meaburn1.rs meaburn2.rs",0,0,1,1,0,0,0,0,0,0,0,0,0,1
"340","TYMP",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","NCAPH2",5,"gomez.rs gosch.rs meaburn1.rs meaburn2.rs karlovich1.rs",1,1,1,1,0,0,0,0,0,0,0,1,0,4
"342","TOMM34",3,"meaburn1.rs rusch.rs karlovich1.rs",0,0,1,0,0,0,0,0,0,1,0,1,0,3
"343","SEC63",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"344","KPNA6",3,"meaburn1.rs meaburn2.rs larocca.rs",0,0,1,1,0,0,0,0,0,0,1,0,0,2
"345","VIM",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"346","FAS",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","RNASET2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","CD44",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"349","KCNG1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","AGPAT4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","SLAMF7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","BTN3A1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"353","MIPEP",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"354","PRKCH",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","IFNGR1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","B4GALT7",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"357","SH2D2A",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","VRK2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359","TNFRSF1B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","VEZT",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","POU2F2",3,"meaburn1.rs rusch.rs karlovich1.rs",0,0,1,0,0,0,0,0,0,1,0,1,0,3
"362","BRD9",5,"meaburn1.rs meaburn2.rs dusek.rs rusch.rs larocca.rs",0,0,1,1,0,0,0,0,1,1,1,0,0,4
"363","SNX1",2,"gomez.rs larocca.rs",1,0,0,0,0,0,0,0,0,0,1,0,0,2
"364","TBPL1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"365","BCLAF1",3,"gomez.rs meaburn1.rs obermoser2.rs",1,0,1,0,0,1,0,0,0,0,0,0,0,3
"366","SLC39A9",2,"gomez.rs larocca.rs",1,0,0,0,0,0,0,0,0,0,1,0,0,2
"367","ANK1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","TFB1M",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"369","RABEP1",2,"gomez.rs rusch.rs",1,0,0,0,0,0,0,0,0,1,0,0,0,2
"370","HMGB3",1,"karlovich2.rs",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"371","NUP160",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"372","BAK1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"373","IKZF2",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"374","GRN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"375","FAM13B",2,"gomez.rs gosch.rs",1,1,0,0,0,0,0,0,0,0,0,0,0,2
"376","ARHGAP31",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","CENPQ",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","SARS",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"379","RANBP3",8,"gosch.rs meaburn2.rs obermoser3.rs obermoser4.rs dusek.rs rusch.rs larocca.rs karlovich1.rs",0,1,0,1,0,0,1,1,1,1,1,1,0,7
"380","ARID4A",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"381","TSSC1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"382","PNPLA6",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"383","IFT88",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","ALG1",1,"rusch.rs",0,0,0,0,0,0,0,0,0,1,0,0,0,1
"385","ZCCHC8",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"386","ABCF2",3,"gosch.rs meaburn1.rs rusch.rs",0,1,1,0,0,0,0,0,0,1,0,0,0,3
"387","CHPF2",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"388","LRRC7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","FUT8",2,"dusek.rs karlovich2.rs",0,0,0,0,0,0,0,0,1,0,0,0,1,2
"390","UBA6",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","GAB2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"392","ATP6V0A1",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"393","PIAS1",3,"gosch.rs meaburn1.rs rusch.rs",0,1,1,0,0,0,0,0,0,1,0,0,0,3
"394","SLC4A7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"395","APBA2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"396","MAP2K3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","TMSB10",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","ASTE1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","RNF19A",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"400","PEX3",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","GABARAPL2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"402","SH3YL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","FAM136A",1,"gomez.rs",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"404","VCL",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","DAPK2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","NSMAF",4,"meaburn1.rs dusek.rs larocca.rs karlovich2.rs",0,0,1,0,0,0,0,0,1,0,1,0,1,4
"407","ADSS",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","STAP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","TIMP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","RFC1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","TBC1D23",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"412","CUL3",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"413","MYOM2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","ZZZ3",2,"gosch.rs meaburn2.rs",0,1,0,1,0,0,0,0,0,0,0,0,0,2
"415","TUBG2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","RPL26L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","FLT4",1,"meaburn2.rs",0,0,0,1,0,0,0,0,0,0,0,0,0,1
"418","NSUN2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","FBXO42",3,"rusch.rs larocca.rs karlovich1.rs",0,0,0,0,0,0,0,0,0,1,1,1,0,3
"420","MFAP3",3,"gosch.rs dusek.rs rusch.rs",0,1,0,0,0,0,0,0,1,1,0,0,0,3
"421","MRI1",1,"meaburn1.rs",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"422","METTL1",1,"dusek.rs",0,0,0,0,0,0,0,0,1,0,0,0,0,1
"423","AGA",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","PI4K2B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","BOD1L1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","MAT2B",2,"rusch.rs larocca.rs",0,0,0,0,0,0,0,0,0,1,1,0,0,2
"427","EDC4",3,"gosch.rs obermoser4.rs larocca.rs",0,1,0,0,0,0,0,1,0,0,1,0,0,3
"428","TRIO",2,"rusch.rs karlovich2.rs",0,0,0,0,0,0,0,0,0,1,0,0,1,2
"429","VCAN",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","CLEC16A",2,"gomez.rs meaburn2.rs",1,0,0,1,0,0,0,0,0,0,0,0,0,2
"431","MSR1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","SKIV2L2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","ZFYVE16",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434","FAM65A",1,"larocca.rs",0,0,0,0,0,0,0,0,0,0,1,0,0,1
"435","PNKP",2,"gomez.rs larocca.rs",1,0,0,0,0,0,0,0,0,0,1,0,0,2
"436","PHLPP2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","SPDL1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"438","STAU2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"439","PQLC2",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","CTNS",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","RTN4R",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","PHF23",3,"gosch.rs meaburn1.rs rusch.rs",0,1,1,0,0,0,0,0,0,1,0,0,0,3
"443","INPP4A",2,"gomez.rs rusch.rs",1,0,0,0,0,0,0,0,0,1,0,0,0,2
"444","RAB27B",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","PSMA4",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"446","MYO16",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","LSG1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"448","PARP3",2,"meaburn2.rs dusek.rs",0,0,0,1,0,0,0,0,1,0,0,0,0,2
"449","THAP3",2,"gomez.rs rusch.rs",1,0,0,0,0,0,0,0,0,1,0,0,0,2
"450","FAM65C",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","TDP1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","AIFM2",3,"meaburn1.rs rusch.rs karlovich2.rs",0,0,1,0,0,0,0,0,0,1,0,0,1,3
"453","SPATA7",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","MED17",1,"gosch.rs",0,1,0,0,0,0,0,0,0,0,0,0,0,1
"455","RETSAT",2,"gosch.rs meaburn1.rs",0,1,1,0,0,0,0,0,0,0,0,0,0,2
"456","CAPG",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","AP2S1",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","TG",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","ADAM28",0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0
