"","Symbol","Score","Filters","gomez","meaburn","gosch","obermoser","dusek","rusch","larocca","Study_counts"
"4500","APOBEC3A",12,"meaburn2.vp obermoser1.vp dusek.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",1,3,0,3,2,1,2,6
"4501","APOBEC3F",8,"obermoser1.vp obermoser2.vp obermoser4.vp larocca.vp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,7,0,0,1,2
"4502","TBC1D27",1,"gosch.vp",0,0,1,0,0,0,0,1
"4503","EMC4",8,"meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp dusek.rp",0,2,0,3,2,0,1,4
"4504","SPECC1",5,"gomez.vp meaburn1.vp obermoser2.vp larocca.vp gosch.rp",1,1,1,1,0,0,1,5
"4505","DOCK4",9,"gomez.sd gomez.vp gosch.vp larocca.vp gomez.rp meaburn1.rp meaburn2.rp rusch.rp larocca.rp",3,2,1,0,0,1,2,5
"4506","POT1",5,"meaburn1.vp obermoser2.vp meaburn1.rp meaburn2.rp obermoser2.rp",0,3,0,2,0,0,0,2
"4507","ATP6V1F",4,"meaburn2.vp obermoser3.vp rusch.vp obermoser3.rp",0,1,0,2,0,1,0,3
"4508","LSM8",4,"meaburn2.vp obermoser3.vp meaburn1.rp meaburn2.rp",0,3,0,1,0,0,0,2
"4509","CDHR3",4,"rusch.vp gosch.rp obermoser4.rp larocca.rp",0,0,1,1,0,1,1,4
"4510","PRKRIP1",2,"dusek.vp dusek.rp",0,0,0,0,2,0,0,1
"4511","PODXL",4,"gomez.vp meaburn2.vp gomez.rp gosch.rp",2,1,1,0,0,0,0,3
"4512","IFT22",1,"meaburn1.vp",0,1,0,0,0,0,0,1
"4513","MKLN1",8,"gosch.vp meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,4,1,0,2,1,0,4
"4514","DNAJB9",5,"gosch.vp meaburn1.vp dusek.vp meaburn1.rp rusch.rp",0,2,1,0,1,1,0,4
"4515","LRRC4",4,"meaburn1.vp dusek.vp meaburn1.rp meaburn2.rp",0,3,0,0,1,0,0,2
"4516","CALU",5,"gosch.vp meaburn1.vp dusek.vp rusch.vp meaburn1.rp",0,2,1,0,1,1,0,4
"4517","CCDC136",0,"",0,0,0,0,0,0,0,0
"4518","IRF5",20,"meaburn1.sd gomez.vp gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",2,5,1,8,2,2,0,6
"4519","LRRC17",2,"gomez.vp meaburn1.vp",1,1,0,0,0,0,0,2
"4520","KLHDC10",9,"meaburn1.sd meaburn2.sd meaburn1.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,5,0,0,2,2,0,3
"4521","NDUFA5",3,"meaburn1.vp meaburn2.vp meaburn1.rp",0,3,0,0,0,0,0,1
"4522","MRPS12",9,"meaburn1.vp meaburn2.vp obermoser1.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp dusek.rp rusch.rp",0,3,0,2,2,2,0,4
"4523","MTX2",6,"obermoser2.vp obermoser4.vp larocca.vp meaburn1.rp obermoser2.rp obermoser4.rp",0,1,0,4,0,0,1,3
"4524","CHN1",11,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",1,1,1,7,0,0,1,5
"4525","OSGEPL1",4,"dusek.vp meaburn1.rp dusek.rp rusch.rp",0,1,0,0,2,1,0,3
"4526","ORMDL1",10,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp",0,1,0,7,2,0,0,3
"4527","HAT1",1,"obermoser3.rp",0,0,0,1,0,0,0,1
"4528","HERC2",13,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp gomez.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp rusch.rp larocca.rp",2,0,1,6,2,1,1,6
"4529","SNRPN",12,"meaburn2.sd meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp",0,4,0,5,2,1,0,4
"4530","PSMG2",5,"obermoser1.vp obermoser2.vp obermoser3.vp larocca.vp obermoser1.rp",0,0,0,4,0,0,1,2
"4531","TWSG1",9,"meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp",0,2,0,6,0,1,0,3
"4532","ARHGAP22",5,"meaburn2.vp obermoser1.vp obermoser4.vp gomez.rp obermoser1.rp",1,1,0,3,0,0,0,3
"4533","WDFY4",5,"gosch.vp meaburn2.vp dusek.vp meaburn2.rp dusek.rp",0,2,1,0,2,0,0,3
"4534","EIF2AK4",6,"meaburn2.vp obermoser3.vp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,2,0,2,1,1,0,4
"4535","MYO5C",0,"",0,0,0,0,0,0,0,0
"4536","TMOD2",10,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser3.vp larocca.vp meaburn1.rp meaburn2.rp rusch.rp larocca.rp",1,3,1,2,0,1,2,6
"4537","TTBK2",7,"meaburn1.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,3,0,0,2,2,0,3
"4538","C15orf57",2,"gomez.vp larocca.vp",1,0,0,0,0,0,1,2
"4539","INO80",1,"meaburn2.rp",0,1,0,0,0,0,0,1
"4540","ICE2",4,"dusek.vp meaburn1.rp dusek.rp rusch.rp",0,1,0,0,2,1,0,3
"4541","ALDH1A2",1,"rusch.rp",0,0,0,0,0,1,0,1
"4542","FAM63B",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,1
"4543","IVD",8,"meaburn2.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp obermoser2.rp obermoser4.rp dusek.rp",0,1,0,4,2,1,0,4
"4544","KNSTRN",10,"obermoser1.vp obermoser2.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp dusek.rp",1,2,0,5,2,0,0,4
"4545","DUT",12,"meaburn2.sd gomez.vp gosch.vp meaburn1.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp",1,3,1,5,2,0,0,5
"4546","CLN6",6,"gosch.vp meaburn1.vp obermoser1.vp meaburn1.rp dusek.rp rusch.rp",0,2,1,1,1,1,0,5
"4547","ARPP19",7,"meaburn1.sd meaburn1.vp obermoser2.vp dusek.vp meaburn1.rp dusek.rp rusch.rp",0,3,0,1,2,1,0,4
"4548","VPS13C",6,"meaburn1.vp obermoser3.vp obermoser4.vp meaburn1.rp obermoser4.rp dusek.rp",0,2,0,3,1,0,0,3
"4549","LOXL1",2,"gomez.vp gomez.rp",2,0,0,0,0,0,0,1
"4550","ANAPC13",3,"gosch.vp meaburn2.vp obermoser4.vp",0,1,1,1,0,0,0,3
"4551","MBD4",9,"meaburn1.vp meaburn2.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,4,0,2,2,1,0,4
"4552","COPB1",2,"meaburn2.rp dusek.rp",0,1,0,0,1,0,0,2
"4553","PSMA1",10,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,0,1,7,2,0,0,3
"4554","SUMF2",9,"meaburn2.sd meaburn2.vp obermoser2.vp obermoser3.vp dusek.vp larocca.vp meaburn2.rp obermoser1.rp dusek.rp",0,3,0,3,2,0,1,4
"4555","PALLD",14,"gomez.vp meaburn1.vp obermoser1.vp obermoser2.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",2,3,1,4,2,2,0,6
"4556","SPCS3",4,"gosch.vp meaburn1.vp meaburn1.rp obermoser3.rp",0,2,1,1,0,0,0,3
"4557","SERGEF",6,"meaburn1.vp obermoser3.vp dusek.vp meaburn1.rp obermoser1.rp dusek.rp",0,2,0,2,2,0,0,3
"4558","DCTD",10,"gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser3.vp dusek.vp larocca.vp meaburn1.rp dusek.rp rusch.rp",0,3,1,2,2,1,1,6
"4559","RPAIN",10,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp rusch.rp",0,2,0,5,2,1,0,4
"4560","USP6",2,"larocca.vp meaburn1.rp",0,1,0,0,0,0,1,2
"4561","PLD2",4,"gosch.vp dusek.vp gosch.rp rusch.rp",0,0,2,0,1,1,0,3
"4562","TXNDC17",4,"meaburn2.vp dusek.vp meaburn1.rp dusek.rp",0,2,0,0,2,0,0,2
"4563","ATP1B2",10,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp larocca.rp",0,1,2,6,0,0,1,4
"4564","FXR2",1,"obermoser4.rp",0,0,0,1,0,0,0,1
"4565","KIF1C",2,"gosch.vp dusek.vp",0,0,1,0,1,0,0,2
"4566","MPDU1",7,"gosch.vp obermoser1.vp obermoser3.vp rusch.vp larocca.vp obermoser3.rp larocca.rp",0,0,1,3,0,1,2,4
"4567","PHF20L1",10,"meaburn2.sd meaburn1.vp meaburn2.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp obermoser3.rp dusek.rp rusch.rp",0,5,0,2,2,1,0,4
"4568","LRRC6",6,"gomez.vp gosch.vp larocca.vp gomez.rp gosch.rp larocca.rp",2,0,2,0,0,0,2,3
"4569","CCNT1",3,"dusek.vp obermoser3.rp obermoser4.rp",0,0,0,2,1,0,0,2
"4570","PUS7L",8,"meaburn1.vp meaburn2.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",0,4,0,0,2,2,0,3
"4571","KRI1",7,"meaburn1.vp obermoser1.vp obermoser3.vp rusch.vp meaburn1.rp obermoser1.rp dusek.rp",0,2,0,3,1,1,0,4
"4572","ILF3",6,"gosch.vp dusek.vp meaburn2.rp obermoser1.rp dusek.rp rusch.rp",0,1,1,1,2,1,0,5
"4573","SLC44A2",10,"gomez.vp gosch.vp meaburn1.vp obermoser1.vp obermoser4.vp dusek.vp larocca.vp meaburn1.rp meaburn2.rp dusek.rp",1,3,1,2,2,0,1,6
"4574","AP1M2",8,"rusch.sd meaburn2.vp rusch.vp gomez.rp meaburn1.rp meaburn2.rp rusch.rp larocca.rp",1,3,0,0,0,3,1,4
"4575","CDKN2D",10,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gosch.rp obermoser1.rp obermoser3.rp dusek.rp",0,0,2,6,2,0,0,3
"4576","MTUS1",18,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp larocca.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",1,3,2,7,1,2,2,7
"4577","SIGLEC9",7,"gosch.vp obermoser1.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp",0,2,1,3,0,0,1,4
"4578","NGDN",14,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",0,3,0,7,2,2,0,4
"4579","RIPK3",0,"",0,0,0,0,0,0,0,0
"4580","ADCY4",8,"obermoser1.vp obermoser2.vp obermoser3.vp gosch.rp obermoser1.rp obermoser2.rp obermoser3.rp rusch.rp",0,0,1,6,0,1,0,3
"4581","RAB2B",16,"obermoser2.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp rusch.rp",2,1,2,7,2,2,0,6
"4582","BCL2L2",1,"obermoser2.rp",0,0,0,1,0,0,0,1
"4583","DTD2",5,"meaburn1.sd meaburn1.vp obermoser4.vp meaburn1.rp rusch.rp",0,3,0,1,0,1,0,3
"4584","PARP2",2,"meaburn1.rp rusch.rp",0,1,0,0,0,1,0,2
"4585","HEATR5A",2,"meaburn1.vp meaburn1.rp",0,2,0,0,0,0,0,1
"4586","SNX6",9,"gosch.vp meaburn1.vp obermoser2.vp obermoser3.vp obermoser4.vp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp",0,1,1,6,0,1,0,4
"4587","EAPP",4,"dusek.vp larocca.vp meaburn1.rp dusek.rp",0,1,0,0,2,0,1,3
"4588","EGLN3",2,"obermoser1.vp obermoser3.vp",0,0,0,2,0,0,0,1
"4589","MIS18BP1",2,"meaburn2.rp dusek.rp",0,1,0,0,1,0,0,2
"4590","NRL",0,"",0,0,0,0,0,0,0,0
"4591","RNASE1",1,"meaburn2.rp",0,1,0,0,0,0,0,1
"4592","NEDD8",4,"meaburn2.vp obermoser3.vp obermoser3.rp dusek.rp",0,1,0,2,1,0,0,3
"4593","DAD1",5,"meaburn1.vp obermoser1.vp obermoser3.vp dusek.vp dusek.rp",0,1,0,2,2,0,0,3
"4594","TEP1",5,"gosch.vp rusch.vp larocca.vp meaburn1.rp rusch.rp",0,1,1,0,0,2,1,4
"4595","REEP5",8,"gomez.vp gosch.vp meaburn2.vp obermoser2.vp dusek.vp larocca.vp meaburn1.rp dusek.rp",1,2,1,1,2,0,1,6
"4596","ITFG1",5,"obermoser4.vp dusek.vp meaburn1.rp dusek.rp rusch.rp",0,1,0,1,2,1,0,4
"4597","QRICH2",0,"",0,0,0,0,0,0,0,0
"4598","SEC14L1",16,"meaburn2.sd obermoser2.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,4,0,9,2,1,0,4
"4599","RHBDF2",9,"meaburn1.sd meaburn2.sd gosch.vp meaburn2.vp obermoser2.vp obermoser4.vp rusch.vp meaburn1.rp meaburn2.rp",0,5,1,2,0,1,0,4
"4600","ARHGEF6",3,"gosch.vp obermoser2.vp meaburn1.rp",0,1,1,1,0,0,0,3
"4601","MAP7D3",1,"dusek.vp",0,0,0,0,1,0,0,1
"4602","FGF13",14,"meaburn1.sd gosch.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp gosch.rp meaburn1.rp meaburn2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,3,2,5,2,1,0,6
"4603","ASH2L",2,"gosch.vp gosch.rp",0,0,2,0,0,0,0,1
"4604","TTI2",1,"rusch.rp",0,0,0,0,0,1,0,1
"4605","CHRNA10",5,"meaburn1.vp dusek.vp rusch.vp meaburn1.rp rusch.rp",0,2,0,0,1,2,0,3
"4606","CDKN1C",15,"meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp dusek.rp rusch.rp larocca.rp",1,4,0,5,2,2,1,6
"4607","SGO1",3,"meaburn2.vp obermoser1.vp obermoser1.rp",0,1,0,2,0,0,0,2
"4608","KLF16",1,"rusch.rp",0,0,0,0,0,1,0,1
"4609","TMEM8A",1,"gosch.vp",0,0,1,0,0,0,0,1
"4610","DOHH",4,"gomez.vp dusek.vp dusek.rp rusch.rp",1,0,0,0,2,1,0,3
"4611","MAU2",8,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp obermoser1.rp rusch.rp",0,1,1,4,1,1,0,5
"4612","ABHD17A",4,"obermoser1.vp dusek.vp obermoser1.rp dusek.rp",0,0,0,2,2,0,0,2
"4613","CBFA2T3",6,"gosch.vp obermoser4.vp dusek.vp meaburn1.rp obermoser4.rp dusek.rp",0,1,1,2,2,0,0,4
"4614","GAMT",6,"gomez.vp meaburn1.vp meaburn2.vp dusek.vp rusch.vp meaburn2.rp",1,3,0,0,1,1,0,4
"4615","PUDP",4,"meaburn2.vp obermoser1.vp obermoser1.rp rusch.rp",0,1,0,2,0,1,0,3
"4616","ERMARD",2,"obermoser3.rp rusch.rp",0,0,0,1,0,1,0,2
"4617","PHF10",4,"meaburn1.vp dusek.vp meaburn1.rp dusek.rp",0,2,0,0,2,0,0,2
"4618","CRACR2A",3,"meaburn1.vp meaburn1.rp rusch.rp",0,2,0,0,0,1,0,2
"4619","STARD8",1,"gosch.vp",0,0,1,0,0,0,0,1
"4620","SAT1",14,"meaburn1.sd meaburn2.sd rusch.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser4.vp larocca.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp rusch.rp",0,6,0,5,0,2,1,4
"4621","GNL3L",11,"dusek.sd gosch.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp",0,1,1,6,3,0,0,4
"4622","SH3BP4",5,"obermoser1.vp obermoser3.vp gosch.rp obermoser1.rp obermoser3.rp",0,0,1,4,0,0,0,2
"4623","MOSPD2",16,"meaburn2.sd gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,3,1,8,2,2,0,5
"4624","DOCK6",5,"meaburn2.vp rusch.vp gosch.rp rusch.rp larocca.rp",0,1,1,0,0,2,1,4
"4625","ECSIT",12,"meaburn2.sd gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp",1,2,2,5,2,0,0,5
"4626","LDLR",10,"meaburn1.sd meaburn1.vp meaburn2.vp obermoser3.vp rusch.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp rusch.rp",0,4,0,4,0,2,0,3
"4627","ELOF1",14,"gomez.vp gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp rusch.rp",2,2,2,7,0,1,0,5
"4628","TSPAN16",4,"gomez.vp dusek.vp gomez.rp larocca.rp",2,0,0,0,1,0,1,3
"4629","PRKCSH",1,"rusch.vp",0,0,0,0,0,1,0,1
"4630","CNN1",0,"",0,0,0,0,0,0,0,0
"4631","CDC16",16,"meaburn2.sd gosch.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp larocca.vp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp dusek.rp rusch.rp",0,4,2,6,2,1,1,6
"4632","THEM6",4,"meaburn2.vp meaburn2.rp obermoser1.rp obermoser4.rp",0,2,0,2,0,0,0,2
"4633","NECTIN2",17,"meaburn1.sd obermoser4.sd gomez.vp meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp",2,5,0,8,2,0,0,4
"4634","TOMM40",5,"obermoser1.vp obermoser2.vp obermoser3.vp obermoser1.rp rusch.rp",0,0,0,4,0,1,0,2
"4635","GADD45G",7,"gomez.vp meaburn2.vp obermoser4.vp gomez.rp obermoser1.rp obermoser3.rp obermoser4.rp",2,1,0,4,0,0,0,3
"4636","XPO7",14,"gomez.vp gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser4.rp dusek.rp",2,1,2,6,2,1,0,6
"4637","FAM98C",3,"meaburn2.vp dusek.vp dusek.rp",0,1,0,0,2,0,0,2
"4638","SAFB2",3,"obermoser1.vp dusek.vp dusek.rp",0,0,0,1,2,0,0,2
"4639","RPL36",5,"gosch.vp obermoser1.vp obermoser3.vp obermoser1.rp dusek.rp",0,0,1,3,1,0,0,3
"4640","ATP8B3",4,"dusek.vp gosch.rp meaburn1.rp meaburn2.rp",0,2,1,0,1,0,0,3
"4641","GTPBP3",4,"meaburn2.vp obermoser4.vp meaburn2.rp obermoser1.rp",0,2,0,2,0,0,0,2
"4642","PLVAP",10,"gomez.vp obermoser2.vp obermoser4.vp gomez.rp gosch.rp meaburn1.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp",2,1,1,6,0,0,0,4
"4643","BST2",6,"gosch.vp dusek.vp gosch.rp meaburn1.rp obermoser1.rp dusek.rp",0,1,2,1,2,0,0,4
"4644","SLC27A1",8,"gosch.vp meaburn1.vp obermoser1.vp obermoser2.vp obermoser4.vp meaburn1.rp obermoser1.rp obermoser3.rp",0,2,1,5,0,0,0,3
"4645","NSUN5",6,"obermoser1.vp obermoser4.vp dusek.vp obermoser1.rp obermoser4.rp dusek.rp",0,0,0,4,2,0,0,2
"4646","COLGALT1",4,"gosch.vp obermoser1.vp larocca.vp obermoser1.rp",0,0,1,2,0,0,1,3
"4647","DDA1",4,"obermoser1.vp dusek.vp rusch.vp dusek.rp",0,0,0,1,2,1,0,3
"4648","MRPL34",7,"meaburn1.vp obermoser1.vp obermoser4.vp dusek.vp meaburn1.rp dusek.rp rusch.rp",0,2,0,2,2,1,0,4
"4649","PGLS",12,"dusek.sd meaburn1.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp meaburn1.rp meaburn2.rp obermoser2.rp obermoser3.rp dusek.rp",0,4,0,5,3,0,0,3
"4650","LSM7",7,"obermoser1.vp obermoser4.vp dusek.vp meaburn1.rp obermoser1.rp obermoser3.rp dusek.rp",0,1,0,4,2,0,0,3
"4651","TULP4",7,"gosch.vp obermoser1.vp obermoser2.vp obermoser3.vp gosch.rp meaburn2.rp rusch.rp",0,1,2,3,0,1,0,4
"4652","SNX9",7,"gomez.vp meaburn2.vp dusek.vp meaburn1.rp meaburn2.rp dusek.rp rusch.rp",1,3,0,0,2,1,0,4
"4653","RTN4IP1",0,"",0,0,0,0,0,0,0,0
"4654","QRSL1",7,"gomez.vp gosch.vp dusek.vp meaburn1.rp obermoser3.rp dusek.rp rusch.rp",1,1,1,1,2,1,0,6
"4655","C6orf203",0,"",0,0,0,0,0,0,0,0
"4656","RSPH3",14,"rusch.sd gomez.vp gosch.vp meaburn2.vp obermoser1.vp dusek.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp rusch.rp",1,3,2,3,2,3,0,6
"4657","MLLT1",0,"",0,0,0,0,0,0,0,0
"4658","AFDN",14,"meaburn1.vp obermoser1.vp obermoser3.vp obermoser4.vp dusek.vp gomez.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",1,3,0,7,2,1,0,5
"4659","ACTN4",4,"obermoser2.vp obermoser3.vp meaburn1.rp obermoser2.rp",0,1,0,3,0,0,0,2
"4660","NDUFA10",11,"meaburn2.vp obermoser3.vp obermoser4.vp dusek.vp rusch.vp meaburn1.rp obermoser1.rp obermoser3.rp obermoser4.rp dusek.rp rusch.rp",0,2,0,5,2,2,0,4
"4661","ARPC1B",6,"gosch.vp obermoser1.vp obermoser4.vp dusek.vp rusch.vp dusek.rp",0,0,1,2,2,1,0,4
"4662","ZSWIM6",10,"gosch.vp meaburn1.vp meaburn2.vp obermoser2.vp obermoser3.vp obermoser4.vp meaburn1.rp meaburn2.rp obermoser1.rp rusch.rp",0,4,1,4,0,1,0,4
"4663","FCHO1",2,"obermoser2.vp obermoser2.rp",0,0,0,2,0,0,0,1
"4664","MAP1S",5,"obermoser2.vp obermoser4.vp obermoser2.rp obermoser3.rp obermoser4.rp",0,0,0,5,0,0,0,1
"4665","KLHDC7B",5,"meaburn1.vp larocca.vp gosch.rp meaburn1.rp meaburn2.rp",0,3,1,0,0,0,1,3
"4666","SSBP4",6,"obermoser1.vp obermoser2.vp dusek.vp rusch.vp obermoser1.rp dusek.rp",0,0,0,3,2,1,0,3
"4667","GDF15",6,"meaburn1.vp dusek.vp larocca.vp meaburn1.rp dusek.rp larocca.rp",0,2,0,0,2,0,2,3
"4668","PGPEP1",4,"meaburn1.vp dusek.vp meaburn2.rp dusek.rp",0,2,0,0,2,0,0,2
"4669","KIAA1683",1,"larocca.vp",0,0,0,0,0,0,1,1
"4670","LSM4",6,"obermoser2.vp dusek.vp rusch.vp obermoser1.rp obermoser3.rp dusek.rp",0,0,0,3,2,1,0,3
"4671","JUND",9,"gosch.vp obermoser1.vp obermoser2.vp obermoser4.vp dusek.vp rusch.vp gomez.rp gosch.rp obermoser1.rp",1,0,2,4,1,1,0,5
"4672","TRPM4",7,"meaburn1.vp meaburn2.vp obermoser4.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp",0,4,0,2,0,1,0,3
"4673","ZNF557",4,"meaburn2.vp obermoser3.vp meaburn2.rp obermoser3.rp",0,2,0,2,0,0,0,2
"4674","CRB3",4,"dusek.vp gosch.rp dusek.rp rusch.rp",0,0,1,0,2,1,0,3
"4675","OLFM1",14,"meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp obermoser4.vp rusch.vp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp rusch.rp larocca.rp",0,3,0,8,0,2,1,4
"4676","CAMSAP1",5,"meaburn1.vp meaburn2.vp dusek.vp meaburn1.rp rusch.rp",0,3,0,0,1,1,0,3
"4677","UBAC1",3,"obermoser1.vp dusek.vp obermoser1.rp",0,0,0,2,1,0,0,2
"4678","ZBTB46",2,"meaburn1.rp meaburn2.rp",0,2,0,0,0,0,0,1
"4679","HELZ2",13,"gosch.vp meaburn2.vp obermoser1.vp obermoser2.vp obermoser3.vp dusek.vp rusch.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser3.rp dusek.rp",0,3,2,5,2,1,0,5
"4680","SAMD10",3,"gosch.vp dusek.vp gomez.rp",1,0,1,0,1,0,0,3
"4681","LSP1",4,"obermoser3.vp obermoser1.rp obermoser3.rp rusch.rp",0,0,0,3,0,1,0,2
"4682","TNNT3",3,"obermoser3.rp rusch.rp larocca.rp",0,0,0,1,0,1,1,3
"4683","TNNI2",3,"obermoser2.vp obermoser2.rp dusek.rp",0,0,0,2,1,0,0,2
"4684","ATXN10",3,"obermoser2.vp obermoser2.rp rusch.rp",0,0,0,2,0,1,0,2
"4685","TUBGCP2",2,"obermoser4.vp obermoser3.rp",0,0,0,2,0,0,0,1
"4686","PNPLA7",12,"gosch.vp obermoser2.vp obermoser3.vp obermoser4.vp gosch.rp meaburn1.rp meaburn2.rp obermoser1.rp obermoser2.rp obermoser3.rp obermoser4.rp larocca.rp",0,2,2,7,0,0,1,4
