"","Symbol","Within Variation (SD)","Total Variation (SD)","Rs","subject","time","repeatability","gen.variance","Average Expression","OVERALL_RP","OVERALL_RANK"
"20749","SPZ1",46.71,74.8,19.69,8.58,99.41,5.73,5.72,0.53,1.08,1.08
"510","ADAMDEC1",2.2,2.59,63.17,22.69,63.29,27.76,17.08,1.38,1.09,1.09
"9453","L1MEd.L1.LINE",8.85,2.42,90.6,2.78,1.82,3.23,3.24,92.38,1.09,1.09
"23559","X44819",8.34,3.73,83.94,2.78,1.82,3.23,3.24,85.91,1.1,1.1
"7572","HAL1.L1.LINE",9.78,2.12,92.38,2.78,1.82,3.23,3.24,93.34,1.1,1.1
"4942","DLX1",7.15,3.31,68.09,16.6,93.7,4.39,4.28,8.92,1.1,1.1
"12700","MER83A.int.ERV1.LTR",92.7,86.26,82.96,2.78,1.82,3.23,3.24,2.8,1.11,1.11
"13488","MNX1",30.32,12.33,97.7,1.53,18.68,4.57,4.44,8.43,1.11,1.11
"9447","L1ME4b.L1.LINE",0.07,0.09,51.06,54.12,1.82,47.57,13.4,93.46,1.12,1.12
"9825","LINC00624",95.13,92.75,78.97,6.5,10.95,1.21,1.21,1.26,1.12,1.12
"11960","LTR49.ERV1.LTR",16.64,5.33,91.15,2.78,1.82,3.23,3.24,57.9,1.12,1.12
"9131","KIF2B",57.65,20.39,99.31,1.04,18.68,4.2,4.21,13.25,1.13,1.13
"10901","LOC101929231",36.97,36.86,48.19,2.78,1.82,3.23,3.24,23.31,1.13,1.13
"12332","MARNA.TcMar.Mariner.DNA",5.72,1.42,90.43,2.78,36.6,3.23,3.24,79.77,1.14,1.14
"21559","THE1D.ERVL.MaLR.LTR",10.52,2.41,92.04,2.78,1.82,3.23,3.24,89.51,1.14,1.14
"9391","L1M4b.L1.LINE",16.47,28.4,10.59,2.78,1.82,3.23,3.24,85.61,1.14,1.14
"4244","CTC-453G23.7",94,86.62,90.34,6.5,10.95,1.21,1.21,1.2,1.15,1.15
"12801","MFSD14A",80.03,68.47,81.52,6.5,10.95,1.21,1.21,2,1.15,1.15
"7574","HAL1M8.L1.LINE",12.34,3.01,91.91,2.78,1.82,3.23,3.24,79.22,1.16,1.16
"9434","L1ME1.L1.LINE",3.03,0.58,90.37,2.78,1.82,6.7,6.47,93.51,1.16,1.16
"13255","MIR6823",94.61,90.56,79.33,2.78,1.82,3.23,3.24,2.88,1.16,1.16
"13423","MLT1J2.ERVL.MaLR.LTR",2.64,0.86,85.09,2.78,1.82,7.45,6.69,82.35,1.17,1.17
"17891","RP11-347C12.1",95.16,93.45,64.76,6.5,10.95,1.21,1.21,1.61,1.17,1.17
"6971","GKN1",81.68,80.21,44.19,2.78,1.82,3.23,3.24,6.47,1.18,1.18
"18137","RP11-531A24.5",92.14,84.79,85.04,6.5,10.95,1.21,1.21,1.4,1.18,1.18
"11893","LTR26C.ERV1.LTR",22.08,6.37,92.93,2.78,1.82,3.23,3.24,50.18,1.19,1.19
"11840","LTR16A.ERVL.LTR",12.33,3.11,91.77,2.78,1.82,3.23,3.24,81.13,1.19,1.19
"15665","PIK3CD.AS2",86.71,79.36,78.71,2.78,1.82,3.23,3.24,3.94,1.19,1.19
"23436","WDR64",28.3,7.44,97.88,4.12,7.03,4.26,4.29,13.11,1.2,1.2
"11384","LOC105378011",0.27,0.54,63.56,88.25,97.62,80.78,25.26,0.81,1.2,1.2
"7210","GPR128",93.33,97.37,0.45,98.14,43.69,45.5,81.81,0.05,1.21,1.21
"1473","ASIC4",44.14,21.33,98.71,3.91,24.54,0.23,0.23,11.88,1.21,1.21
"3481","Charlie4a.hAT.Charlie.DNA",12.83,3.19,91.89,2.78,1.82,3.23,3.24,81.27,1.21,1.21
"8208","HUNK",7.28,2.97,84.43,4.71,3.85,5.3,5.31,34.26,1.22,1.22
"10265","LOC100134868",86.62,75.16,87.9,2.78,70.26,3.23,3.24,1.29,1.22,1.22
"1109","AOAH-IT1",86.47,77.12,82.74,6.5,10.95,1.21,1.21,1.86,1.23,1.23
"23556","X44813",0.61,0.23,81.55,9.43,19.13,7.52,6.65,93.96,1.23,1.23
"22237","TPSB2",98.06,96.81,16.51,46.03,43.69,10.25,9.56,0.08,1.23,1.23
"6443","FLAM_A.Alu.SINE",11.88,2.5,92.67,2.78,1.82,3.23,3.24,92.18,1.24,1.24
"11377","LOC105376717",7.48,2.13,95.54,9.51,48.42,14.43,11.46,5.07,1.24,1.24
"12049","LURAP1L-AS1",2.07,0.37,98.23,42.26,97.08,40.35,13.35,1.16,1.25,1.25
"19810","SLC25A2",1.44,1.05,65.58,20.71,97.25,12.2,5.4,13.14,1.25,1.25
"11937","LTR40b.ERVL.LTR",18.56,7.25,89.9,2.78,1.82,3.23,3.24,56.42,1.25,1.25
"20990","STRIT1",2.34,0.77,92.05,80.74,99.71,84.84,57.22,0.07,1.26,1.26
"7344","GS1-124K5.10",88.02,70.11,92.61,6.5,10.95,1.21,1.21,1.83,1.26,1.26
"4430","CTTNBP2",26.32,3.88,98.7,3.92,78.72,2.25,2.25,19.6,1.27,1.27
"12953","MIR1825",66.58,52.66,85.2,2.78,1.82,3.23,3.24,7.67,1.27,1.27
"20086","SLIT2-IT1",4.96,2.61,86.18,12.92,33.14,20.12,12.36,2.99,1.27,1.27
"18355","RP11-81A1.4",93.38,86.37,87.25,6.5,10.95,1.21,1.21,1.55,1.28,1.28
"13289","MIR6895",75.26,78.74,18.59,2.78,1.82,3.23,3.24,15.78,1.28,1.28
"11819","LTR10C.ERV1.LTR",15.46,8.22,83.16,2.78,1.82,3.23,3.24,62.34,1.29,1.29
"2148","C11orf65",8.76,18.59,58.15,14.15,15.92,5.48,5.48,4.4,1.29,1.29
"6132","FAM71E1",21.77,42.56,3.63,2.78,97.5,3.23,3.24,52.31,1.3,1.3
"18305","RP11-73M18.6",93.08,85.2,88.29,6.5,10.95,1.21,1.21,1.6,1.3,1.3
"5749","ERVL.B4.int.ERVL.LTR",0.2,0.08,75.29,41.31,1.82,38.3,13.02,86.07,1.3,1.3
"11952","LTR47A.ERVL.LTR",19.95,12.61,80.46,2.78,1.82,3.23,3.24,50.23,1.31,1.31
"14910","OR4M1",10.85,4.18,96.93,17.08,99.42,5.73,5.72,1.49,1.31,1.31
"529","ADAMTSL3",18.88,3.99,97.96,9.46,35.05,7.07,6.35,3.58,1.32,1.32
"13273","MIR6864",77.75,70.26,74.69,2.78,1.82,3.23,3.24,6.34,1.32,1.32
"13432","MLT2A2.ERVL.LTR",21.18,2.93,94.25,2.78,1.82,3.23,3.24,75.77,1.32,1.32
"22268","TRAJ2",81.68,78.59,59.04,6.5,10.95,1.21,1.21,3.05,1.33,1.33
"22882","UBE2E4P",82.24,79.83,50.85,2.78,1.82,3.23,3.24,7.46,1.33,1.33
"21557","THE1C.ERVL.MaLR.LTR",15.92,2.85,93.79,2.78,1.82,3.23,3.24,85.41,1.34,1.34
"486","ADAD2-AS1",24.45,0.88,99.72,3.94,15.27,2.26,2.27,56.18,1.34,1.34
"12181","MamGypLTR3.Gypsy.LTR",29.36,18.12,84.41,2.78,1.82,3.23,3.24,35.62,1.34,1.34
"13218","MIR6734",48.61,23.54,93.72,2.78,1.82,3.23,3.24,19.45,1.35,1.35
"20965","STKLD1",69,49.3,91.23,2.78,1.82,3.23,3.24,8.25,1.35,1.35
"13723","MSR1.Satellite.Satellite",16.34,6.02,89.88,2.78,1.82,3.23,3.24,69.64,1.36,1.36
"11385","LOC105378577",0.52,3.18,3.69,74.05,38.54,63.4,29.72,5.68,1.36,1.36
"20720","SPRR2F",22.93,37.47,39.92,8.58,97.92,5.73,5.72,1.6,1.36,1.36
"3015","CCT4P2",89.79,83.68,78.69,6.5,10.95,1.21,1.21,2.14,1.37,1.37
"17793","RP11-284M14.1",93.87,88.5,84.33,6.5,10.95,1.21,1.21,1.77,1.37,1.37
"17655","RP11-160H22.5",91.79,88.55,65.76,6.5,10.95,1.21,1.21,2.38,1.38,1.38
"8780","ITPR1-AS1",91.32,83.55,85.68,6.5,10.95,1.21,1.21,1.92,1.38,1.38
"15789","PLCE1-AS2",19.92,4.62,96.61,8.77,15.49,6.18,5.46,7.97,1.38,1.38
"13859","MTSS2",44.37,7.2,99.79,4.39,14.79,5.26,5.36,4.22,1.39,1.39
"13928","MYH6",37.29,13.58,95.71,3.77,25.22,0.24,0.24,25.71,1.39,1.39
"21627","Tigger19b.TcMar.Tigger.DNA",17.73,3.25,93.92,2.78,1.82,3.23,3.24,82.17,1.4,1.4
"440","ACTBP8",90.58,94.13,0.52,97.19,10.95,97.12,95.26,0.02,1.4,1.4
"12957","MIR1909",39.12,18.11,92.75,2.78,1.82,3.23,3.24,29.3,1.41,1.41
"17911","RP11-355B11.2",18.36,7.95,63.58,6.5,10.95,1.21,1.21,48.7,1.41,1.41
"4329","CTD-2349P21.3",94.92,89.65,91.46,6.5,10.95,1.21,1.21,1.67,1.41,1.41
"7194","GPM6A-DT",2.73,1.02,81.73,9.69,28.63,13.13,6.66,30.36,1.42,1.42
"9435","L1ME2.L1.LINE",14.9,3.02,93.37,2.78,1.82,3.23,3.24,91.78,1.42,1.42
"17476","RP1-101A2.1",93.87,90.79,68.74,6.5,10.95,1.21,1.21,2.34,1.43,1.43
"9362","KSR2",28.47,8.56,96.46,4.72,27.21,5.01,5.03,6.06,1.43,1.43
"12198","MamRep564.MamRep564.Unknown",25.39,16.6,81.15,2.78,1.82,3.23,3.24,45.39,1.43,1.43
"12199","MamRep605.LTR.LTR.",3.31,2.09,76.52,2.78,1.82,7.05,6.61,79.09,1.44,1.44
"12177","MamGypLTR1c.Gypsy.LTR",29.11,8.96,93.71,2.78,1.82,3.23,3.24,49.4,1.44,1.44
"6956","GJB1",29.31,12.94,98.9,4.85,33.91,4.41,4.48,5.21,1.45,1.45
"4367","CTD-3065J16.9",87.26,76.98,85.49,6.5,10.95,1.21,1.21,2.42,1.45,1.45
"13284","MIR6889",59.77,54.09,65.59,2.78,1.82,3.23,3.24,14.38,1.45,1.45
"3948","CORO7.PAM16",15.11,3.79,92.41,2.78,1.82,3.23,3.24,87.55,1.46,1.46
"10850","LOC101928937",6.83,0.9,98,9.91,58.4,4.55,4.59,37.08,1.46,1.46
"6357","FGD1",36.04,11.27,94.12,2.78,1.82,3.23,3.24,41.08,1.47,1.47
"14055","NAP1L4P1",93.53,85.75,89.38,6.5,10.95,1.21,1.21,1.97,1.47,1.47
"13228","MIR6751",83.93,76.44,76.08,11.57,1.82,3.23,3.24,2.28,1.47,1.47
"17479","RP1-102H19.7",94.99,91.64,86.91,6.5,10.95,1.21,1.21,1.87,1.48,1.48
"564","ADD3-AS1",90.24,74.02,92.9,6.5,10.95,1.21,1.21,2.29,1.48,1.48
"9346","KRTAP12-4",52.37,19.75,92.6,20.11,35.17,4.73,4.75,0.91,1.49,1.49
"13430","MLT1O.ERVL.MaLR.LTR",7.73,1.54,92.33,2.78,75.68,3.23,3.24,82.53,1.49,1.49
"23867","ZFP57",73,95.45,0.04,95.14,60.97,97.84,96.21,0.32,1.49,1.49
"24092","ZNF337.AS1",9.99,6.01,78.19,2.78,97.56,3.23,3.24,37.55,1.5,1.5
"11440","LOC285819",73.06,49.01,93.53,2.78,1.82,3.23,3.24,9.17,1.5,1.5
"17807","RP11-290L1.2",93.25,87.03,84.49,6.5,10.95,1.21,1.21,2.18,1.51,1.51
"17507","RP1-28O10.1",90.9,86.32,73.81,6.5,98.78,1.21,1.21,0.97,1.51,1.51
"13409","MLT1G3.ERVL.MaLR.LTR",22.72,4.38,94.13,2.78,1.82,3.23,3.24,74.99,1.52,1.52
"14959","OR9I1",24.53,14.73,60.75,12.97,35.17,4.73,4.75,4.5,1.52,1.52
"12921","MIR1234",87.14,81.8,72.25,11.59,59.34,3.23,3.24,0.93,1.52,1.52
"18114","RP11-498C9.15",93.97,88.39,85.81,6.5,10.95,1.21,1.21,2.13,1.53,1.53
"6603","FRG1EP",32.35,12.83,95.04,12.24,15.59,12.45,6.83,1.28,1.53,1.53
"13257","MIR6829",85.6,76.45,82.45,2.78,1.82,3.23,3.24,6.36,1.54,1.54
"13261","MIR6838",50.19,31.84,90.42,2.78,1.82,3.23,3.24,20.13,1.54,1.54
"11966","LTR52.ERVL.LTR",28.36,10.55,92.78,2.78,1.82,3.23,3.24,51.03,1.54,1.54
"9481","L1PA3.L1.LINE",13.86,4.29,90.87,2.78,1.82,3.23,3.24,91.9,1.55,1.55
"11919","LTR35A.ERV1.LTR",80.34,74.7,68.28,2.78,1.82,3.23,3.24,8.67,1.55,1.55
"11865","LTR1C3.ERV1.LTR",92.44,89.06,63.87,2.78,1.82,3.23,3.24,6.65,1.56,1.56
"19924","SLC35G2",94.22,89.04,84.75,6.5,10.95,1.21,1.21,2.2,1.56,1.56
"444","ACTG1P17",10.36,1.71,97.35,9.58,21.63,4.65,5.34,26.33,1.56,1.56
"12583","MER41E.ERV1.LTR",34.82,13.86,93.13,2.78,1.82,3.23,3.24,41.88,1.57,1.57
"5289","E2F7",29.06,16.01,22.93,25.71,88.68,4.24,4.27,5.09,1.57,1.57
"12338","MAS1",61.98,41.12,98.84,4.85,33.91,4.41,4.48,1.47,1.58,1.58
"17694","RP11-190P13.2",92.22,74.15,93.55,6.5,10.95,1.21,1.21,2.49,1.58,1.58
"24097","ZNF341.AS1",87.95,84.97,57.89,2.78,1.82,3.23,3.24,8.29,1.58,1.58
"9813","LINC00572",5.16,1.68,97.11,13.66,67.61,6.58,5.47,14.01,1.59,1.59
"15078","PABL_A.ERV1.LTR",26.83,11.73,91.03,2.78,1.82,3.23,3.24,52.24,1.59,1.59
"4725","DDX3Y",54.18,79.21,0.97,12.89,59.59,8.05,11.94,9.37,1.6,1.6
"12587","MER44C.TcMar.Tigger.DNA",20.47,8.54,89.69,2.78,1.82,3.23,3.24,66.53,1.6,1.6
"163","AC005300.5",92.22,81.25,91.1,6.5,10.95,1.21,1.21,2.39,1.6,1.6
"20930","STEAP1",2.4,1.42,84.79,64.07,28.19,13.14,11.48,4.32,1.61,1.61
"8034","HNRNPKP4",91.61,80.6,90.65,6.5,10.95,1.21,1.21,2.46,1.61,1.61
"784","AKR1C8",40.08,19.56,97.6,24.14,18.68,0.05,0.05,20.97,1.62,1.62
"526","ADAMTS8",39.05,19.15,97.8,17.93,22.42,5.73,5.72,0.98,1.62,1.62
"14729","NUP210P1",10.89,25.55,38.37,8.58,22.42,5.73,5.72,10.69,1.63,1.63
"9331","KRT80",23.15,27.58,60.95,37.66,22.42,35.49,28.34,0.11,1.63,1.63
"18914","RPS4Y1",46.36,98.33,0.02,11.18,80.28,21.17,22.18,83.37,1.63,1.63
"11829","LTR12E.ERV1.LTR",25.37,18.4,76.77,2.78,1.82,3.23,3.24,52.05,1.64,1.64
"2477","C6orf201",18.77,8.27,88.1,2.78,22.71,3.23,3.24,43.49,1.64,1.64
"17699","RP11-196G11.4",88.31,75.68,89.01,6.5,10.95,1.21,1.21,2.83,1.65,1.65
"13410","MLT1G3.int.ERVL.MaLR.LTR",55.92,44.64,79.31,2.78,1.82,3.23,3.24,18.25,1.65,1.65
"182","AC007078.4",94.61,89.26,87.71,6.5,10.95,1.21,1.21,2.26,1.65,1.65
"9489","L1PB1.L1.LINE",13.51,5.67,87.05,2.78,1.82,3.23,3.24,91.53,1.66,1.66
"13417","MLT1I.ERVL.MaLR.LTR",19.37,4.02,93.8,2.78,1.82,3.23,3.24,87.24,1.66,1.66
"5057","DNMBP.AS1",95.59,92.68,84.5,22.68,1.82,23.47,85.18,0.01,1.67,1.67
"9475","L1PA14.L1.LINE",19.26,5.33,92.61,2.78,1.82,3.23,3.24,80.66,1.67,1.67
"11702","LRRC37A7P",5.2,2.59,92.6,65.43,3.67,38.81,12.92,1.1,1.67,1.67
"19460","SERPINB11",1.62,0.79,81.86,43.29,65.74,36.55,13.24,3.39,1.68,1.68
"10330","LOC100505715",49.13,22.28,94.01,2.78,1.82,3.23,3.24,27.95,1.68,1.68
"20554","SOS1-IT1",84.43,76.17,77.59,6.5,10.95,1.21,1.21,3.57,1.69,1.69
"9375","L1M2.L1.LINE",14.85,5.92,88.52,2.78,1.82,3.23,3.24,87.82,1.69,1.69
"21626","Tigger19a.TcMar.Tigger.DNA",5.79,3.87,74.29,12.84,1.82,3.23,3.24,80.61,1.69,1.69
"18427","RP11-977B10.2",89.32,81.76,82.04,6.5,10.95,1.21,1.21,2.92,1.7,1.7
"5521","ELN",1.27,1.83,46.4,20.99,87.42,24.77,12.63,8.59,1.7,1.7
"886","AluJr.Alu.SINE",16.25,3.95,92.82,2.78,1.82,3.23,3.24,94.33,1.71,1.71
"10628","LOC101927769",3.76,1.51,55.85,22,7.07,24.08,14.06,7.84,1.71,1.71
"17375","RNF17",71.81,97.39,0.07,98.69,43.69,98.55,97.66,0.22,1.71,1.71
"8832","JPH2",24.88,10.19,91.06,4.49,23.84,4.31,4.37,15.88,1.72,1.72
"2792","CC2D2B",3.09,1.75,85.75,16.12,20.22,17.32,15.21,7.16,1.72,1.72
"8792","IVL",23.61,9.66,98.86,4.85,33.91,13.6,12.49,1.9,1.73,1.73
"22998","UCON96.UCON96.Unknown",71.03,71.49,37.51,2.78,1.82,3.23,3.24,18.3,1.73,1.73
"9439","L1ME3B.L1.LINE",2.15,0.68,85.26,10.2,97.72,3.23,3.24,90.31,1.74,1.74
"9171","KLB",28.54,6.54,99.05,4.24,18.68,5.45,5.02,8.83,1.74,1.74
"22984","UCON34.UCON34.Unknown",75.23,54.23,92.51,2.78,1.82,3.23,3.24,10.11,1.74,1.74
"9526","LACTB2.AS1",89.23,67.94,94.23,2.78,1.82,3.23,3.24,6.78,1.75,1.75
"8023","HNRNPCL1",41.18,21.5,92.03,2.78,1.82,3.23,3.24,33.82,1.75,1.75
"20640","SPDYA",16.71,6.55,96.05,11.01,15.02,5.33,4.79,10.48,1.76,1.76
"13373","MLN",77.87,76.13,60.31,8.58,22.42,5.73,5.72,0.85,1.76,1.76
"15787","PLCD4",35.23,23.35,83.71,2.78,1.82,3.23,3.24,39.41,1.76,1.76
"11963","LTR5.ERVK.LTR",84.6,67.09,92.43,2.78,1.82,3.23,3.24,7.62,1.77,1.77
"21097","SVA_E.SVA.Retroposon",15.15,7.55,84.71,2.78,1.82,3.23,3.24,85.35,1.77,1.77
"11884","LTR23.ERV1.LTR",30.24,14.19,90.84,2.78,1.82,3.23,3.24,50.21,1.78,1.78
"17492","RP1-221C16.8",92.42,79.95,92.35,6.5,10.95,1.21,1.21,2.67,1.78,1.78
"9407","L1MA7.L1.LINE",15.5,6.57,87.74,2.78,1.82,3.23,3.24,87.3,1.78,1.78
"9465","L1P4.L1.LINE",4.07,1.58,85.14,10.75,70.42,3.23,3.24,72.99,1.79,1.79
"12622","MER52A.ERV1.LTR",21.26,6.58,92.42,2.78,1.82,3.23,3.24,75.95,1.79,1.79
"10245","LOC100132215",69.46,46.65,92.87,2.78,1.82,3.23,3.24,13.14,1.8,1.8
"13552","MPPED1",38.45,12.75,98.69,9.26,92.77,0.26,0.26,8.48,1.8,1.8
"6372","FGF19",36.17,11.84,98.83,4.33,18.68,2.26,2.25,17.11,1.8,1.8
"5137","DPYD-AS1",94.42,87.67,90.3,6.5,10.95,1.21,1.21,2.51,1.81,1.81
"150","AC004540.4",88.09,86.24,54.28,6.5,10.95,1.21,1.21,4.56,1.81,1.81
"21630","Tigger2.TcMar.Tigger.DNA",0.71,0.15,89.69,12.08,94.86,7.7,6.68,88.56,1.82,1.82
"18932","RPS7P3",94.37,88.45,87.98,6.5,10.95,1.21,1.21,2.58,1.82,1.82
"4165","CTA-113A6.1",94.45,89.62,84.73,6.5,10.95,1.21,1.21,2.65,1.82,1.82
"16917","RAPGEF4-AS1",5.33,6.03,64.44,9.55,67.39,13.47,6.38,11.26,1.83,1.83
"213","AC009299.2",81.83,74.33,74.14,6.5,10.95,1.21,1.21,4.43,1.83,1.83
"13396","MLT1E2.int.ERVL.MaLR.LTR",34.86,19.79,88.7,2.78,1.82,3.23,3.24,42.59,1.84,1.84
"2518","C9orf117",65.47,39.31,93.88,2.78,1.82,3.23,3.24,16.47,1.84,1.84
"2535","C9orf57",34.55,10.01,99.45,1.93,23.84,4.39,4.44,13.7,1.84,1.84
"325","AC098820.3",88.39,78.69,85.37,6.5,10.95,1.21,1.21,3.32,1.85,1.85
"9898","LINC00958",95.08,97.29,1.18,98.6,43.69,10.25,9.56,0.6,1.85,1.85
"13233","MIR6766",88,76.7,88.69,2.78,94.73,3.23,3.24,1.72,1.86,1.86
"11948","LTR45B.ERV1.LTR",35.44,12.93,93.7,2.78,1.82,3.23,3.24,49.47,1.86,1.86
"5285","E2F3-IT1",80.3,65.94,86.04,6.5,10.95,1.21,1.21,4.37,1.87,1.87
"9404","L1MA5.L1.LINE",16.42,7.58,86.71,2.78,1.82,3.23,3.24,85.48,1.87,1.87
"21552","THE1.int.ERVL.MaLR.LTR",59.39,43.32,87.12,2.78,1.82,3.23,3.24,18.53,1.87,1.87
"5654","EPHA5",35.62,11.14,98.26,4.05,34.69,4.27,4.31,11.97,1.88,1.88
"11972","LTR54B.ERV1.LTR",33.35,13.04,93.09,2.78,1.82,3.23,3.24,51.31,1.88,1.88
"578","ADGRG2",34.55,23.52,59.96,9.66,88.01,0.26,0.26,13.87,1.89,1.89
"2844","CCDC151",51.9,24.64,90.89,4.1,3.76,2.15,2.16,21,1.89,1.89
"18001","RP11-423G4.10",95.09,89.58,93.03,6.5,10.95,1.21,1.21,2.49,1.89,1.89
"7201","GPR101",9.06,5.65,88.18,8.58,99.25,5.73,5.72,7.24,1.9,1.9
"23907","ZIC5",9.64,13.92,62.2,8.58,22.42,5.73,5.72,14.81,1.9,1.9
"13394","MLT1E1A.int.ERVL.MaLR.LTR",90.13,76.17,92.47,2.78,1.82,3.23,3.24,7.02,1.91,1.91
"10043","LINC02042",12.85,4.05,93.27,8.22,54.06,17.24,13.28,4.1,1.91,1.91
"18129","RP11-517B11.7",91.15,77.61,92.32,6.5,10.95,1.21,1.21,3.09,1.91,1.91
"21636","Tigger3b.TcMar.Tigger.DNA",21.42,4.41,94,2.78,1.82,3.23,3.24,89.97,1.92,1.92
"20791","SRPR",0.16,1.16,31.86,20.43,4.8,19.8,13.62,91.3,1.92,1.92
"887","AluJr4.Alu.SINE",18.01,4.77,92.79,2.78,1.82,3.23,3.24,93.62,1.93,1.93
"9485","L1PA7.L1.LINE",17.37,5.28,91.7,2.78,1.82,3.23,3.24,92.61,1.93,1.93
"12617","MER51B.ERV1.LTR",32.64,14.12,92.15,2.78,1.82,3.23,3.24,51.68,1.93,1.93
"12936","MIR1268A",73.3,46.36,94.03,2.78,1.82,3.23,3.24,13.75,1.94,1.94
"13240","MIR6785",72.86,72.34,40.66,2.78,97.09,3.23,3.24,4.04,1.94,1.94
"13283","MIR6885",63.88,70.81,13.12,9.4,1.82,3.23,3.24,23.5,1.95,1.95
"8650","IPO11.LRRC70",38.7,20.3,91.19,9.42,1.82,3.23,3.24,21.36,1.95,1.95
"348","AC142472.6",93.84,86.61,89.55,6.5,10.95,1.21,1.21,2.85,1.95,1.95
"12706","MER85.PiggyBac.DNA",32.53,13.19,92.73,2.78,1.82,3.23,3.24,53.28,1.96,1.96
"13173","MIR6126",40.15,24.93,88.35,2.78,1.82,3.23,3.24,37.56,1.96,1.96
"6144","FAM78B",24.63,7.13,85.06,4.29,35.17,20.89,17.74,1.94,1.97,1.97
"16045","POPDC1",10.32,2.46,91.35,13.13,63.39,6.91,5.51,10.88,1.97,1.97
"15788","PLCE1",1.08,1.04,77.24,33.15,30.07,26.44,18.88,6.44,1.98,1.98
"885","AluJo.Alu.SINE",17.5,5.13,92,2.78,1.82,3.23,3.24,94.32,1.98,1.98
"6444","FLAM_C.Alu.SINE",15.99,6.33,88.74,2.78,1.82,3.23,3.24,93.54,1.98,1.98
"12932","MIR1254-1",90.81,85.95,75.28,6.5,10.95,1.21,1.21,3.83,1.99,1.99
"13399","MLT1F.ERVL.MaLR.LTR",1,0.52,76.44,15.48,1.82,14.67,7.37,87.42,1.99,1.99
"18945","RPTN",30.38,8.53,93.75,9.38,19.43,5.25,5,7.86,2,2
"12036","LTR90B.LTR.LTR",63.46,47.79,86.91,2.78,1.82,3.23,3.24,17.54,2,2
"17300","RN7SL832P",90.48,78.01,91.06,6.5,10.95,1.21,1.21,3.37,2,2
"3989","CPEB1",3.72,1.3,92.97,16.24,22.82,14.16,7.39,15.45,2.01,2.01
"21773","TMEM105",55.55,25.44,98.83,10.85,18.68,0.05,0.05,34.44,2.01,2.01
"16127","PPM1E",2.88,3.69,46.26,16.11,22.88,17.82,7.12,14.33,2.02,2.02
"20790","SRPK3",88.24,84.2,66.26,2.78,1.82,3.23,3.24,10.24,2.02,2.02
"4336","CTD-2373H9.3",93.09,84.53,89.54,6.5,10.95,1.21,1.21,3.13,2.02,2.02
"7681","HEATR4",77.76,79.49,16.86,4.1,3.76,2.15,2.16,22.33,2.03,2.03
"9086","KIAA1614",73.01,51.32,92.82,2.78,1.82,3.23,3.24,13.71,2.03,2.03
"17291","RN7SL285P",87.16,79.29,80.02,6.5,10.95,1.21,1.21,4.18,2.04,2.04
"5750","ERVL.E.int.ERVL.LTR",2.79,0.93,85.43,9.86,97.78,3.23,3.24,86.27,2.04,2.04
"17927","RP11-363N22.3",92.41,85,85.78,6.5,10.95,1.21,1.21,3.36,2.04,2.04
"22361","TRBJ1-5",76.61,71.67,62.87,6.5,10.95,1.21,1.21,6.71,2.05,2.05
"9431","L1MD3.L1.LINE",5.12,1.66,87.94,2.78,98.56,3.23,3.24,89.65,2.05,2.05
"9403","L1MA4A.L1.LINE",22.16,5.56,93.64,2.78,1.82,3.23,3.24,87.09,2.06,2.06
"10933","LOC101929516",29.65,15.41,89.09,2.78,1.82,3.23,3.24,56.39,2.06,2.06
"12192","MamRep1879.hAT.Tip100.DNA",29.16,11.71,92.21,2.78,1.82,3.23,3.24,61.81,2.06,2.06
"13746","MSTD.ERVL.MaLR.LTR",1.45,0.84,76.48,12.62,1.82,12.3,6.92,86.57,2.07,2.07
"343","AC137932.4",90.56,78.13,91.12,6.5,10.95,1.21,1.21,3.54,2.07,2.07
"13735","MSTA.ERVL.MaLR.LTR",7.58,2.96,85.85,2.78,60.42,3.23,3.24,92.42,2.08,2.08
"10569","LOC101927391",93.25,85.1,88.82,12.4,88.66,3.23,3.24,0.73,2.08,2.08
"13742","MSTB2.ERVL.MaLR.LTR",24.55,13.12,86.69,2.78,1.82,3.23,3.24,67.16,2.09,2.09
"10020","LINC01590",91.09,75,93.77,2.78,1.82,3.23,3.24,7.94,2.09,2.09
"11735","LRRC77P",17.79,3.04,98.99,3.87,18.68,7.62,6.15,18.61,2.09,2.09
"138","AC002553.4",92.86,82.71,91.38,6.5,10.95,1.21,1.21,3.29,2.1,2.1
"24515","ZSCAN1",35.76,7.19,99.29,1.59,3.67,4.37,4.46,38.97,2.1,2.1
"1131","AP001257.1",93.28,86.9,85.5,6.5,10.95,1.21,1.21,3.4,2.11,2.11
"14294","NEUROD1",60.79,43.04,84.5,1.31,19.43,0.14,0.14,49.76,2.11,2.11
"12240","MAP2K4P1",94.1,86.34,91.57,1.13,4.8,5.14,5.14,3.04,2.11,2.11
"6776","GAPDHP60",91.74,86.49,78.53,6.5,10.95,1.21,1.21,3.93,2.12,2.12
"1593","ATP5F1P1",93.02,86.1,86.17,6.5,10.95,1.21,1.21,3.46,2.12,2.12
"2053","BRWD1-AS2",90.59,79.1,90.24,6.5,10.95,1.21,1.21,3.72,2.13,2.13
"9441","L1ME3Cz.L1.LINE",18.87,6.75,90.75,2.78,1.82,3.23,3.24,90.97,2.13,2.13
"21115","SYCE2",87.22,73.29,90.99,2.78,1.82,3.23,3.24,9.12,2.13,2.13
